likert5|To what extend do you feel the person is stressed?|Not stressed|Very stressted
likert5|How confident are you in the assessment above?|Not confident|Very confident
likert5|To what extend do you feel the person is embarrassed?|Not embarrassed|Very embarrassed
likert5|How confident are you in the assessment above?|Not confident|Very confident
